592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;288;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;345
592;289;;;;;;;520;345
592;289;;;;;;;520;344
592;289;;;;;;;520;345
592;289;;;;;;;520;345
592;289;;;;;;;520;344
592;289;;;;;;;520;345
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;288;;;;;;;520;344
592;289;;;;;;;520;345
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;345
592;289;;;;;;;520;345
592;289;;;;;;;520;345
592;288;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;288;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;288;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;288;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;288;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;345
592;289;;;;;;;520;344
592;288;;;;;;;520;344
592;288;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;288;;;;;;;520;345
592;288;;;;;;;520;344
592;288;;;;;;;520;344
592;288;;;;;;;520;344
592;289;;;;;;;520;344
592;288;;;;;;;520;344
592;289;;;;;;;520;345
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;288;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;288;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;288;;;;;;;520;344
592;288;;;;;;;520;344
592;288;;;;;;;520;344
592;288;;;;;;;520;344
592;288;;;;;;;520;345
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;288;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;288;;;;;;;520;344
592;289;;;;;;;520;344
592;288;;;;;;;520;344
592;289;;;;;;;520;344
592;288;;;;;;;520;344
592;288;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;345
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;345
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;345
592;288;;;;;;;520;344
592;288;;;;;;;520;344
592;289;;;;;;;520;344
592;288;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;288;;;;;;;520;344
592;289;;;;;;;520;344
592;288;;;;;;;520;345
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;288;;;;;;;520;344
592;289;;;;;;;520;344
592;289;;;;;;;520;344
592;288,816091954;;;;;;;520;344,0977011494
